FlatSize,Speed,Repeat,RMS,Peak,CrestFactor,Kurtosis,Skewness,ShapeFactor,ImpulseFactor,SpectralEntropy,BandEnergy_0_200Hz,BandEnergy_200_1000Hz,BandEnergy_1000_3000Hz,FFT_PeakFreq,FFT_SpectralCentroid,FFT_SpectralRolloff,STFT_SpectralEntropy,CWT_Entropy,ImpactCount
0,10,23,55.70358204216532,214.34755811598964,3.8480031311763283,9478.452147352697,75.81381629483087,1.0002429279559115,3.8489379187113255,3.8884028471498455,0.002657100567845227,0.06657624324147333,0.9307666561906814,2786.333333333333,1290.688903351889,3263.6666666666665,0.7373892578868088,5.663482484267211,0
0,10,24,55.702256102041396,214.39779867007294,3.8489966775729147,9346.43367041723,75.01928939186146,1.0002448041732739,3.849938928022502,4.081335354657634,0.0035141085117874485,0.06930817693406917,0.9271777145541434,2786.333333333333,1293.6065562899196,3270.6666666666665,0.73741102196214,5.666380451363595,0
0,10,25,55.703077056278055,214.40852928142291,3.8491325903737996,9442.710202732218,75.57473964978072,1.0002435514231705,3.850070052094157,3.958252743103383,0.003179709273244349,0.06776671068018825,0.9290535800465675,2786.333333333333,1292.516406745689,3268.333333333333,0.7374059820167677,5.666318932067738,0
0,10,26,55.70290120297772,214.27747081423516,3.8467919298031195,9721.32493976551,77.25438411325861,1.0002396519424241,3.8477138209611983,3.566396469062481,0.0013572104535118283,0.06147634334505485,0.9371664462014333,2786.333333333333,1286.3208253417092,3256.0,0.7373197022274276,5.663979756403151,0
0,10,27,55.70212555259497,214.2773547784348,3.8468434131137452,9726.123040265658,77.28667507155787,1.0002396047553512,3.847765135088619,3.5574938522005377,0.0013285463956581498,0.06130034395879063,0.9373711096455513,2786.333333333333,1285.4073892495464,3254.0,0.737315902572232,5.662233997697909,0
0,10,28,55.702828779014794,214.44440054599042,3.849793722267461,9503.025661538903,75.92950391803873,1.0002428764513354,3.8507287465050983,3.8844593358793604,0.002747610253989022,0.06614107082057338,0.9311113189254376,2786.333333333333,1292.4085969431992,3271.0,0.7373884023551399,5.666216883952881,0
0,10,29,55.703994637295914,214.4722702519995,3.850213465811342,9398.223593493862,75.31490380511224,1.0002443149047449,3.8511541303474885,4.039029958497924,0.0034599231088044144,0.0687053964927075,0.9278346803984882,2786.333333333333,1292.5975141729339,3266.6666666666665,0.7374136881084046,5.667701462710834,0
0,10,30,55.702944857496746,214.21358929037734,3.845642090169449,9719.23087863198,77.27085933797241,1.0002395173352483,3.8465631881152045,3.553903799393413,0.001258797096314472,0.061801728644655225,0.9369394742590303,2786.333333333333,1284.5951368365081,3252.0,0.7373176019420851,5.663587538237211,0
0,10,31,55.70206891796626,214.22582509683295,3.8459222297887776,9732.085888908823,77.33747580552183,1.0002393944166423,3.846842922097429,3.5372565004008165,0.0012174996624069068,0.06114848512871662,0.9376340152088765,2786.333333333333,1284.4695605925667,3251.0,0.7373147781548931,5.663629693096111,0
0,10,32,55.702684762056656,214.1259818037018,3.8440872772717647,9473.204780228622,75.77132557834541,1.000242313001106,3.8450187495964334,3.906553944692509,0.002836607047964613,0.06611076068060226,0.9310526322714331,2786.333333333333,1290.0437796880908,3262.6666666666665,0.737369463361443,5.663537248105066,0
0,10,33,55.70235676716531,214.29552000411834,3.8471535576110205,9749.941755703418,77.42044886314183,1.0002393554020197,3.848074394597434,3.5158840639828375,0.0011126391595977956,0.06068475384942965,0.9382026069909726,2786.333333333333,1284.981532201976,3251.6666666666665,0.7373075230965689,5.663615444858646,0
0,10,34,55.70189740267776,214.20792469968205,3.8456127113792795,9664.160289514237,76.91791594308583,1.0002401639864706,3.846536289058466,3.5993879000091766,0.0014113265282280837,0.06223149871912677,0.9363571747526451,2786.333333333333,1285.2511355034287,3253.0,0.7373346082194265,5.663883136193899,0
0,10,35,55.70281900729929,214.3085735878002,3.847355976000375,9587.676261555063,76.4707221821933,1.0002414278196343,3.8482848347650176,3.7326276121667084,0.0020126788223323302,0.06363439753091954,0.9343529236467482,2786.333333333333,1287.2930546762907,3256.6666666666665,0.7373456458090171,5.663322761975497,0
0,10,36,55.7029073165749,214.38788289081035,3.848773667636147,9452.410083327843,75.65329524247166,1.0002433875970445,3.8497104114106806,3.923957030610707,0.0028004102347272707,0.06635995478743995,0.9308396349778327,2786.333333333333,1292.6783476205214,3271.333333333333,0.737396618150853,5.666606344120295,0
0,10,37,55.702856034480874,214.3738899127318,3.848526003406922,9445.314281569166,75.61359795060189,1.0002434402850908,3.8494628896743706,3.9691669611072165,0.0030556094809624673,0.06702328906609512,0.9299211014529424,2786.333333333333,1291.924831692592,3262.6666666666665,0.7374058407234959,5.665153999625592,0
0,10,38,55.703005552005735,214.43286520735188,3.849574418514131,9471.480376977317,75.76882541141336,1.0002432827964378,3.8505109537437625,3.9458378632326525,0.0029534565632965766,0.06727610491462485,0.9297704385220785,2786.333333333333,1292.059721458272,3266.0,0.7373995795428782,5.6657278049054,0
0,10,39,55.703486212865684,214.1111932076019,3.843766481498051,9460.911025347435,75.6904528501884,1.000242398643698,3.8446982052798573,3.882348718036985,0.0026431608126434155,0.06638385368996826,0.9309729854973883,2786.333333333333,1290.6502754755825,3264.333333333333,0.7373731232630367,5.664064621289755,0
0,10,40,55.70338399678495,214.34290066322416,3.8479332005322235,9380.519520238406,75.26677086409806,1.0002442299984242,3.8488729812517257,4.048731898664165,0.0033025573496433163,0.06781046820026948,0.9288869744500872,2786.333333333333,1292.578649964551,3267.6666666666665,0.7374256114288422,5.666989443497604,0
0,10,41,55.701649387115694,214.48961967061865,3.8506870448298085,9424.327294307288,75.44809771641711,1.0002440292403596,3.851626725064221,3.98027964305098,0.0031316015633790803,0.06617277833259438,0.9306956201040265,2786.333333333333,1293.8961854384895,3272.0,0.7374142767648654,5.66520581777471,0
